"index"	"budget"	"keywords"	"original_language"	"title"	"popularity"	"release_date"	"revenue"	"runtime"	"vote_average"	"vote_count"	"genre"	"release_year"	"release_month"	"release_day"	"first_actor"	"first_actor_gender"	"director_first_name"	"director_gender"
4573	0	"individual underdog mentally disabled loss of mother sweden"	"sv"	"As It Is in Heaven"	4.321249	2004-09-03	0	132	6.9	42	"Drama"	2004	9	3	"Michael Nyqvist"	"male"	"Kay"	"female"
2915	0	"brazilian drama thriller"	"pt"	"Trash"	14.637357	2014-10-09	0	112	7.1	242	"Drama"	2014	10	9	"Rickson Tevez"	"male"	"Stephen"	"male"
442	8e+07	"undercover mexican standoff biological weapon face transplant rage and hate"	"en"	"Face/Off"	46.075037	1997-06-27	245676146	138	6.8	1583	"Thriller"	1997	6	27	"John Travolta"	"male"	"John"	"male"
2953	1.1e+07	"island marooned pacific island teenager deserted island"	"en"	"Return to the Blue Lagoon"	9.705589	1991-08-02	2807854	98	5.1	153	"Drama"	1991	8	2	"Milla Jovovich"	"female"	"William"	"male"
471	8.5e+07	"father son relationship brother sister relationship mephisto bulldogg"	"en"	"Little Nicky"	18.335992	2000-11-10	0	90	5.2	438	"Comedy"	2000	11	10	"Adam Sandler"	"male"	"Steven"	"male"
4154	0	"presidential elections"	"en"	"Slacker Uprising"	1.619635	2007-09-27	0	102	5.9	10	"Documentary"	2007	9	27	"Michael Moore"	"male"	"Michael"	"male"
1427	3.5e+07	"adultery robbery based on novel professor college"	"en"	"Wonder Boys"	9.011729	2000-02-22	0	111	6.9	161	"Drama"	2000	2	22	"Michael Douglas"	"male"	"Curtis"	"male"
1215	6.5e+07	"new love love of one's life unexpected happiness dying and death success"	"en"	"Autumn in New York"	8.680334	2000-08-11	0	103	5.7	135	"Drama"	2000	8	11	"Richard Gere"	"male"	"Joan"	"female"
820	5e+07	"halloween friendship supernatural afterlife friends"	"en"	"Casper"	19.830132	1995-05-26	287928194	100	6	1019	"Comedy"	1995	5	26	"Christina Ricci"	"female"	"Brad"	"male"
3828	3500000	"black people drug dealer ghetto weapon delinquency"	"en"	"Menace II Society"	3.418871	1993-05-26	27900000	97	7.2	173	"Drama"	1993	5	26	"Tyrin Turner"	"male"	"Albert"	"male"
3926	3e+06	"poetry eroticism woman director"	"en"	"Kama Sutra - A Tale of Love"	3.937939	1996-09-11	4109095	117	5.7	35	"Drama"	1996	9	11	"Indira Varma"	"female"	"Mira"	"female"
3663	5e+06	"baseball surrealism children new york yankees"	"en"	"Henry & Me"	0.999655	2014-08-18	0	67	3	3	"Family"	2014	8	18	"Richard Gere"	"male"	"Barrett"	"male"
2478	1.6e+07	"suspicion suspect investigation remake murder"	"en"	"Drowning Mona"	3.021835	2000-03-03	15427192	96	5.4	43	"Comedy"	2000	3	3	"Danny DeVito"	"male"	"Nick"	"male"
2473	1.5e+07	"barcelona spain menage a trois author"	"en"	"Vicky Cristina Barcelona"	32.758254	2008-08-15	96408652	96	6.7	1020	"Drama"	2008	8	15	"Scarlett Johansson"	"female"	"Woody"	"male"
2957	0	"waitress riot gang war nightmare prayer"	"en"	"Brighton Rock"	3.122152	2010-09-13	0	111	5.6	35	"Drama"	2010	9	13	"Andy Serkis"	"male"	"Rowan"	"male"
2822	1.2e+07	"airport underworld arms deal weapon police"	"en"	"Jackie Brown"	40.631671	1997-12-24	39673162	154	7.3	1514	"Comedy"	1997	12	24	"Pam Grier"	"female"	"Quentin"	"male"
1575	0	"texas telegram despair leaving one's family funeral"	"en"	"Hope Floats"	7.922716	1998-05-29	0	114	5.8	81	"Drama"	1998	5	29	"Sandra Bullock"	"female"	"Forest"	"male"
2088	3.8e+07	"suicide hacker death of a friend website remake"	"en"	"Pulse"	9.662715	2006-08-11	29907685	90	5	150	"Thriller"	2006	8	11	"Kristen Bell"	"female"	"Jim"	"male"
528	7e+07	"paris assassination israel hotel room 1970s"	"en"	"Munich"	29.035222	2005-12-22	130358911	164	6.9	696	"Drama"	2005	12	22	"Eric Bana"	"male"	"Steven"	"male"
1019	5.5e+07	"saloon hero liberation of prisoners transport of prisoners wilderness"	"en"	"3:10 to Yuma"	48.801089	2007-09-06	70016220	122	6.9	1188	"Western"	2007	9	6	"Russell Crowe"	"male"	"James"	"male"
1978	2.4e+07	"wrestling sport"	"en"	"Ready to Rumble"	3.113009	2000-04-07	12372410	107	4.7	49	"Drama"	2000	4	7	"David Arquette"	"male"	"Brian"	"male"
3426	6500000	"midlife crisis marriage money divorce fashion"	"en"	"Friends with Money"	11.885221	2006-09-07	13368437	88	5.1	128	"Drama"	2006	9	7	"Catherine Keener"	"female"	"Nicole"	"female"
2420	0	NA	"en"	"Lottery Ticket"	9.054803	2010-08-20	0	99	5.6	54	"Comedy"	2010	8	20	"Shad Moss"	"male"	"Erik"	"male"
204	1.25e+08	"brazil fbi freedom escape from prison car crash"	"en"	"Fast Five"	7.255718	2011-04-20	626137675	130	7.1	2438	"Thriller"	2011	4	20	"Vin Diesel"	"male"	"Justin"	"male"
2891	8e+06	"suspense"	"en"	"The Life Before Her Eyes"	9.728143	2007-09-08	0	90	6.1	88	"Drama"	2007	9	8	"Uma Thurman"	"female"	"Vadim"	"male"
620	9e+07	"spy newspaper research interview tobacco"	"en"	"The Insider"	26.153669	1999-10-28	60289912	157	7.3	481	"Drama"	1999	10	28	"Al Pacino"	"male"	"Michael"	"male"
2678	1.4e+07	"based on novel gold treasure coffin human animal relationship"	"en"	"White Fang"	13.13724	1991-01-18	34793160	107	6.5	135	"Drama"	1991	1	18	"Klaus Maria"	"male"	"Randal"	"male"
4104	2e+06	"israel palestine middle east lebanon nightmare"	"he"	"Waltz with Bashir"	14.08251	2008-06-25	11125849	90	7.8	291	"Drama"	2008	6	25	"Ari Folman"	"male"	"Ari"	"male"
631	5.9e+07	"human evolution parents kids relationship squirrel ice loss of child"	"en"	"Ice Age"	99.561972	2002-03-10	383257136	81	7.1	3857	"Comedy"	2002	3	10	"Ray Romano"	"male"	"Chris"	"male"
4296	0	"independent film"	"en"	"You Can Count on Me"	7.142448	2000-11-17	0	111	6.8	88	"Drama"	2000	11	17	"Laura Linney"	"female"	"Kenneth"	"male"
1098	4.5e+07	"sex marriage proposal new love colombia letter"	"en"	"Love in the Time of Cholera"	5.361699	2007-10-04	4607608	139	6.4	81	"Drama"	2007	10	4	"Javier Bardem"	"male"	"Mike"	"male"
3957	0	NA	"en"	"The Eclipse"	9.342465	2009-04-24	0	88	6.1	15	"Drama"	2009	4	24	"Ciar\u00e1n Hinds"	NA	"Conor"	"male"
2401	0	NA	"en"	"City of Ghosts"	2.64486	2002-01-01	0	116	5.4	18	"Thriller"	2002	1	1	"Matt Dillon"	"male"	"Matt"	"male"
3960	0	NA	"en"	"The Deported"	0.194848	2010-06-15	0	90	0	0	"Comedy"	2010	6	15	"Nicholas Turturro"	"male"	"Lance"	"male"
4696	8000	"gay great britain one-night stand independent film gay relationship"	"en"	"Weekend"	1.041254	2011-09-22	469947	96	7.4	163	"Drama"	2011	9	22	"Tom Cullen"	"male"	"Andrew"	"male"
1151	7e+07	"prison sailboat sailing trip new orleans women's prison"	"en"	"Double Jeopardy"	19.439386	1999-09-24	177841558	105	6.2	278	"Drama"	1999	9	24	"Tommy Lee"	"male"	"Bruce"	"male"
171	1.5e+08	"naturalist frigate self surgery sea battle weevil"	"en"	"Master and Commander: The Far Side of the World"	36.973031	2003-11-14	212011111	138	6.9	790	"Adventure"	2003	11	14	"Russell Crowe"	"male"	"Peter"	"male"
2157	2e+07	"female nudity sunrise waitress experiment rain"	"en"	"Daybreakers"	28.019226	2009-01-06	51416464	98	6	634	"Thriller"	2009	1	6	"Ethan Hawke"	"male"	"Michael"	"male"
678	6.5e+07	NA	"zh"	"Dragon Blade"	9.568884	2015-02-19	121545703	127	5.9	145	"Drama"	2015	2	19	"Jackie Chan"	"female"	"Daniel"	"male"
4055	0	"christian"	"en"	"Do You Believe?"	2.470443	2015-03-20	0	115	6.6	48	"Drama"	2015	3	20	"Mira Sorvino"	"female"	"Jon"	"male"
4469	0	"africa blood splatter surrealism blood robot"	"en"	"Aqua Teen Hunger Force Colon Movie Film for Theaters"	1.453146	2007-04-13	0	86	6.5	35	"Comedy"	2007	4	13	"Dana Snyder"	"female"	"Dave"	"male"
4717	125000	"sister sister relationship secret romance cottage relationship"	"en"	"Your Sister's Sister"	12.833247	2011-09-11	3200000	90	6.5	137	"Drama"	2011	9	11	"Mark Duplass"	"male"	"Lynn"	"female"
1270	4.5e+07	"super computer computer program destiny timebomb"	"en"	"Universal Soldier: The Return"	14.566664	1999-08-05	10667893	82	4.2	135	"Action"	1999	8	5	"Jean-Claude Van"	NA	"Mic"	"male"
355	9e+07	"bomb taxi riddle robbery detective"	"en"	"Die Hard: With a Vengeance"	51.881077	1995-05-19	366101666	128	6.9	2066	"Thriller"	1995	5	19	"Bruce Willis"	"male"	"John"	"male"
1902	3e+07	"experiment homicide key sacrifice research"	"en"	"The Box"	21.606001	2009-09-17	33333531	115	5.4	597	"Thriller"	2009	9	17	"Cameron Diaz"	"male"	"Richard"	"male"
2673	1.5e+07	"sheriff miner delusion head injury remake"	"en"	"My Bloody Valentine"	13.706357	2009-01-16	100734718	101	5.3	299	"Horror"	2009	1	16	"Jensen Ackles"	"male"	"Patrick"	"male"
700	6.1e+07	"undercover undercover agent based on comic book money fugitive"	"en"	"2 Guns"	42.881415	2013-08-02	131940411	109	6.6	1589	"Comedy"	2013	8	2	"Denzel Washington"	"male"	"Baltasar"	"male"
4486	7e+05	"native american racism family woman director"	"en"	"Naturally Native"	0.578798	1999-10-08	10508	107	0	0	"Drama"	1999	10	8	"Valerie Red-Horse"	"female"	"Valerie"	"female"
4667	0	NA	"en"	"Urbania"	0.065155	2000-01-24	0	103	5.2	10	"Drama"	2000	1	24	"Dan Futterman"	"male"	"Jon"	"male"
4718	120000	"independent film"	"en"	"A Dog's Breakfast"	2.213889	2007-03-03	0	88	5.9	24	"Comedy"	2007	3	3	"David Hewlett"	"male"	"David"	"male"
3708	4500000	"law and ethics"	"nl"	"Character"	0.011697	1997-04-17	0	122	7.7	25	"Drama"	1997	4	17	"Jan Decleir"	"female"	"Mike"	"male"
2720	1.4e+07	"time travel sequel hot tub duringcreditsstinger"	"en"	"Hot Tub Time Machine 2"	16.618874	2015-02-20	12314651	93	5	354	"Comedy"	2015	2	20	"Rob Corddry"	"male"	"Steve"	"male"
451	8e+07	"based on novel trauma castle haunted house insomnia"	"en"	"The Haunting"	19.375768	1999-07-23	91188905	113	5.2	369	"Thriller"	1999	7	23	"Liam Neeson"	"male"	"Jan"	"female"
4108	2e+06	"nasa space mission rocket moon landing space"	"en"	"In the Shadow of the Moon"	3.43159	2007-01-19	0	109	7.6	31	"Documentary"	2007	1	19	"Buzz Aldrin"	"male"	"David"	"male"
3915	0	"high school prom"	"en"	"Trippin'"	0.185373	1999-05-12	9016377	94	4.5	4	"Comedy"	1999	5	12	"Deon Richmond"	"male"	"David"	"male"
1335	3.8e+07	"new york based on novel one-night stand single"	"en"	"How to Be Single"	46.078371	2016-01-21	112343513	110	5.9	1201	"Comedy"	2016	1	21	"Dakota Johnson"	"male"	"Christian"	"male"
4096	2e+06	"corruption capitalism globalization bank banker"	"en"	"Inside Job"	16.930914	2010-10-08	7871522	109	7.7	286	"Documentary"	2010	10	8	"Matt Damon"	"male"	"Charles"	"male"
3353	0	"mutant expedition cave darkness rope"	"en"	"The Descent"	23.413188	2005-07-08	0	99	6.8	1005	"Adventure"	2005	7	8	"Shauna Macdonald"	"female"	"Neil"	"male"
2093	2e+07	"pain stunts stuntman stupidity comedy"	"en"	"Jackass 3D"	20.99174	2010-10-15	117224271	94	6.4	428	"Comedy"	2010	10	15	"Johnny Knoxville"	"male"	"Jeff"	"male"
3070	1e+07	"slacker basement destiny glue stoner"	"en"	"Jeff, Who Lives at Home"	10.409155	2011-09-13	4417580	83	6.1	217	"Drama"	2011	9	13	"Jason Segel"	"male"	"Jay"	"male"
709	6e+07	"indonesia female protagonist india divorce bali"	"en"	"Eat Pray Love"	28.800112	2010-08-12	204594016	133	5.8	636	"Drama"	2010	8	12	"Julia Roberts"	"female"	"Ryan"	"male"
2030	2.2e+07	"prison chicago rape based on novel hotel room"	"en"	"Derailed"	17.7091	2005-11-11	57479076	108	6.1	319	"Drama"	2005	11	11	"Clive Owen"	"male"	"Mikael"	"male"
4565	0	"northern ireland independent film civil rights"	"en"	"Bloody Sunday"	7.330691	2002-01-16	773228	107	7.2	53	"Drama"	2002	1	16	"James Nesbitt"	"male"	"Paul"	"male"
1002	4.9e+07	"dual identity"	"en"	"The One"	21.746245	2001-11-02	72700000	87	5.7	437	"Thriller"	2001	11	2	"Jet Li"	"male"	"James"	"male"
455	7.5e+07	"new york cia helicopter assassin secret"	"en"	"Conspiracy Theory"	22.179658	1997-08-07	136982834	135	6.5	431	"Drama"	1997	8	7	"Mel Gibson"	"male"	"Richard"	"male"
3371	0	"sport"	"en"	"Who's Your Caddy?"	2.881239	2007-07-27	0	93	3.8	18	"Comedy"	2007	7	27	"Mick Partridge"	"male"	"Don"	"male"
1104	4e+07	"bounty hunter ex-husband ex-wife relationship"	"en"	"The Bounty Hunter"	33.747825	2010-03-16	1.36e+08	110	5.5	858	"Action"	2010	3	16	"Gerard Butler"	"male"	"Andy"	"male"
4253	9e+06	"bank robbery"	"en"	"Closer to the Moon"	9.159265	2013-11-29	0	112	6.4	13	"Drama"	2013	11	29	"Vera Farmiga"	"female"	"Nae"	NA
523	7.5e+07	"himalaya pakistan climbing k2 mountaineering"	"en"	"Vertical Limit"	13.318744	2000-12-08	215663859	124	5.9	283	"Thriller"	2000	12	8	"Chris O'Donnell"	"male"	"Martin"	"male"
2470	1.5e+07	"loss of parents karate fighter revenge hong kong"	"en"	"Double Impact"	10.484642	1991-08-10	30102717	110	5.3	215	"Drama"	1991	8	10	"Jean-Claude Van"	NA	"Sheldon"	"male"
4741	75000	"monster crab actress"	"en"	"Queen Crab"	0.140989	2015-09-29	0	90	3.3	3	"Fiction"	2015	9	29	"Michelle Simone"	"female"	"Brett"	"male"
2474	2.5e+07	"tv movie"	"sv"	"Arn: The Knight Templar"	6.091033	2007-12-17	0	139	6.4	76	"Drama"	2007	12	17	"Joakim N\u00e4tterqvist"	"male"	"Peter"	"male"
274	1.03e+08	"rome gladiator arena senate roman empire"	"en"	"Gladiator"	95.301296	2000-05-01	457640427	155	7.9	5439	"Drama"	2000	5	1	"Russell Crowe"	"male"	"Ridley"	"male"
3771	0	"behind the scenes spa planetarium art imitates life"	"en"	"Love Stinks"	3.347885	1999-09-10	0	94	5.4	11	"Comedy"	1999	9	10	"French Stewart"	"male"	"Jeff"	"male"
857	5.5e+07	NA	"en"	"Imagine That"	12.340384	2009-06-19	0	107	5.7	134	"Comedy"	2009	6	19	"Eddie Murphy"	"male"	"Karey"	"female"
335	9.3e+07	"intelligence zoo cage dystopia golden gate bridge"	"en"	"Rise of the Planet of the Apes"	138.433168	2011-08-03	482860185	105	7	4347	"Drama"	2011	8	3	"James Franco"	"male"	"Rupert"	"male"
235	97250400	"competition greece colosseum olympic games emperor"	"fr"	"Asterix at the Olympic Games"	20.344364	2008-01-13	132900000	116	5	471	"Comedy"	2008	1	13	"Clovis Cornillac"	"male"	"Thomas"	"male"
4418	0	NA	"en"	"Steppin: The Movie"	0.328498	2009-05-19	0	85	5	4	"Comedy"	2009	5	19	"Wesley Jonathan"	"male"	"Michael"	"male"
1133	6e+07	"new york female nudity prison prostitute rape"	"en"	"15 Minutes"	15.205371	2001-03-01	56359980	120	5.7	191	"Thriller"	2001	3	1	"Robert De"	"male"	"John"	"male"
2102	2e+07	"hawaii father-in-law daughter cheating wife beach house"	"en"	"The Descendants"	40.903931	2011-09-09	177243185	115	6.7	934	"Drama"	2011	9	9	"George Clooney"	"male"	"Alexander"	"male"
2663	14500000	"ship freedom slave"	"en"	"Freedom"	4.389363	2014-08-21	0	98	5.8	9	"Drama"	2014	8	21	"Cuba Gooding"	"female"	"Peter"	"male"
3636	5e+06	"suicide drug dealer redemption addict existentialism"	"en"	"Light Sleeper"	6.063868	1992-08-21	0	103	5.7	15	"Drama"	1992	8	21	"Willem Dafoe"	"male"	"Paul"	"male"
818	5.5e+07	"ship hijacking somalia fisherman blood"	"en"	"Captain Phillips"	52.786917	2013-10-10	9.5e+07	134	7.6	2454	"Drama"	2013	10	10	"Tom Hanks"	"male"	"Paul"	"male"
1155	3.8e+07	"video game intelligence liberation child hero mission"	"en"	"Spy Kids 3-D: Game Over"	21.998734	2003-07-25	197011982	84	4.7	511	"Comedy"	2003	7	25	"Antonio Banderas"	"male"	"Robert"	"male"
4307	1200000	NA	"en"	"Certifiably Jonathan"	0.047781	2007-03-01	0	85	0	0	"Comedy"	2007	3	1	"Jonathan Winters"	"male"	"James"	"male"
3284	8e+06	NA	"en"	"Brooklyn Rules"	4.090382	2007-04-30	458232	99	5.8	18	"Drama"	2007	4	30	"Alec Baldwin"	"male"	"Michael"	"male"
1752	2.7e+07	"washington d.c. covered investigation investigation north carolina missing person"	"en"	"Kiss the Girls"	18.913	1997-10-03	60527873	115	6.2	345	"Drama"	1997	10	3	"Morgan Freeman"	"female"	"Gary"	"male"
876	7.5e+07	"menace adoption dangerous adoptive father threat to death"	"en"	"Domestic Disturbance"	8.41856	2001-10-30	54249294	89	5.4	113	"Thriller"	2001	10	30	"John Travolta"	"male"	"Harold"	"male"
3051	1e+07	"aftercreditsstinger duringcreditsstinger"	"en"	"MacGruber"	14.038512	2010-05-21	6110000	90	5.1	179	"Comedy"	2010	5	21	"Will Forte"	"male"	"Jorma"	"male"
3993	0	NA	"en"	"Journey to Saturn"	1.776624	2008-09-26	0	90	4.9	10	"Comedy"	2008	9	26	"Casper Christensen"	"male"	"Kresten"	"male"
1894	2.5e+07	"fbi revenge fbi agent"	"en"	"War"	18.896239	2007-08-24	40452643	103	6	414	"Thriller"	2007	8	24	"Jet Li"	"male"	"Philip"	"male"
2666	1.5e+07	"slum indian lead cheating suspicion game show"	"en"	"Slumdog Millionaire"	59.258969	2008-05-12	377910544	120	7.6	2827	"Drama"	2008	5	12	"Dev Patel"	"male"	"Danny"	"male"
875	52500000	"duke musical writer's block music terminal illness"	"en"	"Moulin Rouge!"	57.374341	2001-03-09	179213434	127	7.4	1300	"Drama"	2001	3	9	"Nicole Kidman"	"female"	"Baz"	NA
1659	3e+07	"suicide jealousy canada independent film politically incorrect"	"en"	"Barney's Version"	4.952735	2010-10-26	8454301	134	7.2	129	"Drama"	2010	10	26	"Paul Giamatti"	"male"	"Richard"	"male"
2773	1.5e+07	"toronto lesbian remake of french film suspicious wife female doctor"	"en"	"Chloe"	26.373864	2009-03-25	8459458	96	5.9	498	"Drama"	2009	3	25	"Julianne Moore"	"female"	"Atom"	"male"
2109	2e+07	"england based on novel depression small town wheelchair"	"en"	"Me Before You"	53.161905	2016-06-02	207945075	110	7.6	2562	"Drama"	2016	6	2	"Emilia Clarke"	"female"	"Thea"	"female"
342	9e+07	"secret identity sun glasses undercover space marine illegal immigration"	"en"	"Men in Black"	104.121555	1997-07-02	589390539	98	6.9	4412	"Comedy"	1997	7	2	"Tommy Lee"	"male"	"Barry"	"male"
3	2.5e+08	"dc comics crime fighter terrorist secret identity burglar"	"en"	"The Dark Knight Rises"	112.31295	2012-07-16	1084939099	165	7.6	9106	"Drama"	2012	7	16	"Christian Bale"	"male"	"Christopher"	"male"
4801	0	NA	"en"	"Shanghai Calling"	0.857008	2012-05-03	0	98	5.7	7	NA	2012	5	3	"Daniel Henney"	"male"	"Daniel"	"male"
4228	1500000	"female nudity runaway commune egg independent film"	"en"	"The Ballad of Jack and Rose"	3.618646	2005-03-25	712294	111	6.5	43	"Drama"	2005	3	25	"Daniel Day-Lewis"	"male"	"Rebecca"	"female"
4582	218	"schizophrenia gay usa rape texas"	"en"	"Tarnation"	1.063439	2003-10-19	1162014	91	7.5	22	"Drama"	2003	10	19	"Renee Leblanc"	"female"	"Jonathan"	"male"
4490	0	NA	"en"	"Starsuckers"	0.429083	2009-09-30	0	103	6.2	5	"Documentary"	2009	9	30	"Ellis Cashmore"	"male"	"Chris"	"male"
3714	4500000	NA	"cn"	"Exiled"	8.48639	2006-09-06	0	110	7	46	"Thriller"	2006	9	6	"Anthony Wong"	"male"	"Johnnie"	"male"
2743	1.3e+07	"amnesia chaos theory blackout time travel flashback"	"en"	"The Butterfly Effect"	73.307513	2004-01-22	96060858	113	7.3	2060	"Thriller"	2004	1	22	"Ashton Kutcher"	"male"	"Eric"	"male"
1244	4e+07	"vietnam veteran commercial advertising expert kaserne stau"	"en"	"Renaissance Man"	4.516953	1994-06-03	24332324	128	5.9	81	"Comedy"	1994	6	3	"Danny DeVito"	"male"	"Penny"	"female"
1073	4.5e+07	"river robber boston bank robber marriage crisis"	"en"	"The River Wild"	12.362876	1994-09-30	0	111	6.1	210	"Thriller"	1994	9	30	"Meryl Streep"	"female"	"Curtis"	"male"
2406	1.7e+07	"corruption robbery kidnapping nightclub male friendship"	"en"	"Let's Be Cops"	70.668923	2014-08-13	136621271	104	6.4	1219	"Comedy"	2014	8	13	"Jake Johnson"	"male"	"Luke"	"male"
463	0	"love american pin stranger ruby"	"en"	"Déjà Vu"	0.605645	1998-04-22	0	117	8	1	"Drama"	1998	4	22	"Stephen Dillane"	"male"	"Henry"	"male"
598	7.5e+07	"musical rocker teenager young love rock sta"	"en"	"Rock of Ages"	23.515938	2012-06-13	59418613	123	6	385	"Drama"	2012	6	13	"Julianne Hough"	"female"	"Adam"	"male"
1936	2.5e+07	"destroy dystopia reincarnation desert artial arts"	"en"	"Tank Girl"	8.186936	1995-03-31	4064495	98	5.5	138	"Comedy"	1995	3	31	"Lori Petty"	"female"	"Rachel"	"female"
1295	3.9e+07	"biography sport"	"en"	"Against the Ropes"	2.817364	2004-02-20	6614280	106	4.5	32	"Drama"	2004	2	20	"Meg Ryan"	"female"	"Charles"	"male"
3480	0	"parents kids relationship voice loneliness independent film singer"	"en"	"Little Voice"	4.647547	1998-11-05	0	97	6.6	61	"Drama"	1998	11	5	"Brenda Blethyn"	"female"	"Mark"	"male"
2949	0	"sex indian lead dancing master new love porn actor"	"en"	"The Guru"	4.093288	2002-08-21	0	91	5.1	75	"Comedy"	2002	8	21	"Jimi Mistry"	"male"	"Daisy"	"female"
150	1.4e+08	"saving the world secret identity sun glasses undercover space marine"	"en"	"Men in Black II"	91.332849	2002-07-03	441818803	88	6	3114	"Comedy"	2002	7	3	"Tommy Lee"	"male"	"Barry"	"male"
4384	0	"guyana 19th century"	"en"	"Guiana 1838"	0.030253	2004-09-24	0	120	2.8	3	"Drama"	2004	9	24	"Aasheekaa Bathija"	NA	"Rohit"	"male"
282	1.15e+08	"spy terrorist florida gun kidnapping"	"en"	"True Lies"	38.729418	1994-07-14	378882411	141	6.8	1116	"Thriller"	1994	7	14	"Arnold Schwarzenegger"	"male"	"James"	"male"
4257	1500000	NA	"de"	"#Horror"	2.815228	2015-11-20	0	90	3.3	52	"Drama"	2015	11	20	"Taryn Manning"	"female"	"Tara"	"female"
1809	2.5e+07	"aids diplomat nairobi politician pharmaceutical industry"	"en"	"The Constant Gardener"	20.679652	2005-08-31	82466670	129	6.8	417	"Drama"	2005	8	31	"Ralph Fiennes"	"male"	"Fernando"	"male"
85	1.7e+08	"washington d.c. future shield marvel comic superhero"	"en"	"Captain America: The Winter Soldier"	72.225265	2014-03-20	714766572	136	7.6	5764	"Action"	2014	3	20	"Chris Evans"	"male"	"Anthony"	"male"
2398	2.4e+07	"assassin secret identity intelligence soviet union russia"	"en"	"Hitman"	42.669304	2007-11-21	99965753	89	5.9	966	"Drama"	2007	11	21	"Timothy Olyphant"	"male"	"Xavier"	"male"
1493	3.5e+07	"hippie commune nudism nude protest aftercreditsstinger"	"en"	"Wanderlust"	20.908494	2012-02-23	24159934	98	5.3	394	"Comedy"	2012	2	23	"Paul Rudd"	"male"	"David"	"male"
725	5e+07	"father son relationship parents kids relationship workaholic wife husband relationship transformation"	"en"	"The Shaggy Dog"	4.280619	2006-03-09	61112916	98	4.5	137	"Comedy"	2006	3	9	"Tim Allen"	"male"	"Brian"	"male"
3205	7347125	NA	"en"	"Beneath Hill 60"	3.949796	2010-04-15	0	122	7.3	40	"Drama"	2010	4	15	"Brendan Cowell"	"male"	"Jeremy"	"male"
1698	3e+07	"brother brother relationship baby home pregnancy and birth sequel"	"en"	"The Rugrats Movie"	7.981116	1998-11-20	100491683	79	5.7	147	"Family"	1998	11	20	"Whoopi Goldberg"	NA	"Norton"	"male"
416	82500000	"regret workaholic heart attack architect dying and death"	"en"	"Click"	41.176631	2006-06-22	237681299	107	6	2104	"Drama"	2006	6	22	"Adam Sandler"	"male"	"Frank"	"male"
2035	0	"based on novel woman director"	"en"	"Our Kind of Traitor"	10.547959	2016-05-05	9930095	108	6	160	"Thriller"	2016	5	5	"Ewan McGregor"	"male"	"Susanna"	"female"
318	8.5e+07	"sea world cup surfer wave surfboard"	"en"	"Surf's Up"	23.230851	2007-06-08	149044513	85	5.9	601	"Comedy"	2007	6	8	"Shia LaBeouf"	"male"	"Ash"	"male"
2195	2e+07	"robbery homeless person bank armored car truck"	"en"	"Armored"	15.21229	2009-12-04	22942221	88	5.5	208	"Drama"	2009	12	4	"Columbus Short"	"male"	"Nimr\u00f3d"	NA
2972	1.1e+07	NA	"en"	"September Dawn"	3.646848	2007-05-17	0	110	5	16	"Drama"	2007	5	17	"Jon Voight"	"male"	"Christopher"	"male"
4171	0	"musician musical biography teenager dark past"	"en"	"Nowhere Boy"	1.950959	2009-12-25	0	98	7.2	244	"Drama"	2009	12	25	"Aaron Taylor-Johnson"	"male"	"Sam"	"male"
1712	2.8e+07	"casino male friendship stag night las vegas elderly"	"en"	"Last Vegas"	28.043508	2013-10-31	134402450	105	6.4	799	"Comedy"	2013	10	31	"Robert De"	"male"	"Jon"	"male"
3055	1e+07	"asteroid road trip end of the world woman director"	"en"	"Seeking a Friend for the End of the World"	30.863082	2012-06-22	9636289	101	6.3	700	"Drama"	2012	6	22	"Steve Carell"	"male"	"Lorene"	"female"
4536	0	"olympic games sport basketball basketball team"	"en"	"The Other Dream Team"	0.388401	2012-09-28	0	89	6.9	7	"Documentary"	2012	9	28	"Greg Speirs"	"male"	"Marius"	"male"
1791	2.6e+07	"angel diner religion apocalypse demon"	"en"	"Legion"	30.981604	2010-01-21	67918658	100	5.2	629	"Horror"	2010	1	21	"Paul Bettany"	"male"	"Scott"	"male"
2874	1.2e+07	"eroticism suspense woman director"	"en"	"In the Cut"	10.536092	2003-09-09	23	119	4.6	89	"Thriller"	2003	9	9	"Meg Ryan"	"female"	"Jane"	"female"
2691	1.2e+07	"italy hotel loss of mother ambassador world war ii"	"en"	"Tea with Mussolini"	2.238646	1999-03-25	21001563	117	5.8	32	"Drama"	1999	3	25	"Cher Judi"	"female"	"Franco"	"male"
1195	3e+07	"taxi hotel coma taxi driver prince"	"en"	"Unknown"	38.643914	2011-02-16	130786397	113	6.5	1265	"Thriller"	2011	2	16	"Liam Neeson"	"male"	"Jaume"	NA
164	1.4e+08	"lapd house on fire revolver"	"en"	"Lethal Weapon 4"	24.855701	1998-07-10	285444603	127	6.3	767	"Comedy"	1998	7	10	"Mel Gibson"	"male"	"Richard"	"male"
261	1.1e+08	"usa washington d.c. helicopter hostage fbi"	"en"	"Live Free or Die Hard"	48.93337	2007-06-20	383531464	128	6.4	2089	"Thriller"	2007	6	20	"Bruce Willis"	"male"	"Len"	"male"
3808	4e+06	NA	"en"	"The Helpers"	1.390659	2012-10-27	0	78	4.1	8	"Horror"	2012	10	27	"Kristen Quintrall"	"female"	"Chris"	"male"
